Id,MSSubClass,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,SaleType,SaleCondition,GarageAge,HouseAge,RemodelAge,TotalBathrooms,TotalRooms,TotalSF,GarageAreaCars,OverallQualCond,BsmtQualCond,TotalFloorsSF,HasPool,HasGarage,HasBasement,HasFireplace,HasWoodDeck,HasOpenPorch,HasEnclosedPorch,HasScreenPorch,QualToAgeRatio
1480,20,RL,Reg,HLS,Inside,NridgHt,Norm,Norm,1Fam,1Story,9,5,7,6,Hip,CompShg,VinylSd,VinylSd,BrkFace,1095.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,2846.0,GasA,Ex,Y,SBrkr,2696,2696,1.0,2,1,3,1,Ex,10,Typ,2,Gd,Attchd,7,Fin,3.0,958.0,TA,TA,Y,0,WD,Normal,7,2003,2004,3.5,2856.0,5542.0,2874.0,45,Ex_TA,2696,0,1,1,1,1,1,0,0,0.004491017964071856
1481,60,RL,Reg,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,8,5,8,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1671.0,GasA,Ex,Y,SBrkr,1687,2250,1.0,2,1,3,1,Gd,7,Typ,1,Ex,Attchd,8,Fin,3.0,756.0,TA,TA,Y,0,WD,Normal,8,2002,2002,3.5,1678.0,3921.0,2268.0,40,Gd_TA,2250,0,1,1,1,1,1,0,0,0.00399400898652022
1482,120,RL,IR1,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,4,4,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1370.0,GasA,Ex,Y,SBrkr,1370,1370,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,4,RFn,2.0,484.0,TA,TA,Y,0,WD,Normal,4,2006,2006,2.0,1376.0,2740.0,968.0,40,Gd_TA,1370,0,1,1,1,1,1,0,0,0.003986048829098156
1483,20,RL,IR1,Lvl,Corner,Gilbert,Norm,Norm,1Fam,1Story,6,5,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1324.0,GasA,Ex,Y,SBrkr,1324,1324,0.0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,5,Fin,2.0,430.0,TA,TA,Y,0,WD,Normal,5,2005,2005,2.0,1330.0,2648.0,860.0,30,Gd_TA,1324,0,1,1,0,1,1,0,0,0.0029910269192422734
1484,120,RL,Reg,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,4,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1145.0,GasA,Ex,Y,SBrkr,1145,1145,0.0,2,0,2,1,Gd,6,Typ,0,Gd,Attchd,4,Fin,2.0,437.0,TA,TA,Y,0,WD,Normal,4,2006,2006,2.0,1151.0,2290.0,874.0,35,Gd_TA,1145,0,1,1,0,1,1,0,0,0.003487792725460887
1485,80,RL,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,384.0,GasA,Ex,Y,SBrkr,744,1374,1.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,6,Fin,2.0,400.0,TA,TA,Y,0,WD,Normal,6,2004,2004,3.5,391.0,1758.0,800.0,35,Gd_TA,1374,0,1,1,1,1,0,0,0,0.003491271820448878
1486,60,RL,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,847.0,GasA,Ex,Y,SBrkr,847,1733,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,6,Fin,2.0,433.0,TA,TA,Y,0,WD,Normal,6,2004,2004,2.5,854.0,2580.0,866.0,35,Gd_TA,1733,0,1,1,1,1,1,0,0,0.003491271820448878
1487,60,RL,IR2,Lvl,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,8,5,12,12,Hip,CompShg,VinylSd,VinylSd,BrkFace,114.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1629.0,GasA,Ex,Y,SBrkr,1645,2475,0.0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,12,Fin,3.0,962.0,TA,TA,Y,0,WD,Normal,12,1998,1998,2.5,1636.0,4104.0,2886.0,40,Ex_TA,2475,0,1,1,1,1,1,0,1,0.00400200100050025
1488,20,RL,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,5,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1595.0,GasA,Ex,Y,SBrkr,1595,1595,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,5,RFn,3.0,880.0,TA,TA,Y,0,WD,Normal,5,2005,2006,2.0,1601.0,3190.0,2640.0,40,Gd_TA,1595,0,1,1,1,1,0,0,0,0.003988035892323031
1489,20,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,1,0,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1218.0,GasA,Ex,Y,SBrkr,1218,1218,0.0,2,0,2,1,Gd,4,Typ,0,Gd,Attchd,1,RFn,2.0,676.0,TA,TA,Y,0,New,Partial,1,2009,2010,2.0,1222.0,2436.0,1352.0,35,Gd_TA,1218,0,1,1,0,0,1,0,0,0.003482587064676617
1490,20,FV,Reg,Lvl,Corner,Somerst,Norm,Norm,1Fam,1Story,6,5,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,1468.0,GasA,Ex,Y,SBrkr,1468,1468,1.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,5,Fin,2.0,528.0,TA,TA,Y,0,WD,Normal,5,2005,2005,3.0,1474.0,2936.0,1056.0,30,Ex_TA,1468,0,1,1,1,0,1,0,1,0.0029910269192422734
1491,60,RL,Reg,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,122.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,831.0,GasA,Ex,Y,SBrkr,831,1659,0.0,2,1,3,1,Gd,8,Typ,0,Gd,Attchd,6,RFn,2.0,484.0,TA,TA,Y,0,WD,Normal,6,2004,2004,2.5,839.0,2490.0,968.0,35,Gd_TA,1659,0,1,1,0,1,1,0,0,0.003491271820448878
1492,30,RH,Reg,Lvl,Corner,SawyerW,Feedr,Norm,1Fam,1Story,5,5,90,60,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,816.0,GasA,TA,N,FuseA,1012,1012,0.0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,90,Unf,1.0,429.0,TA,TA,Y,0,WD,Normal,90,1920,1950,1.0,821.0,1828.0,429.0,25,TA_TA,1012,0,1,1,0,1,0,1,0,0.0026028110359187923
1493,20,RL,IR1,Lvl,CulDSac,Sawyer,RRNe,Norm,1Fam,1Story,6,6,36,8,Hip,CompShg,Plywood,Plywood,BrkCmn,250.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,GLQ,1208.0,GasA,Ex,Y,SBrkr,1494,1494,1.0,2,0,3,1,TA,7,Typ,2,Fa,Attchd,36,Fin,2.0,461.0,TA,TA,Y,0,WD,Abnorml,36,1974,2002,3.0,1215.0,2702.0,922.0,36,TA_TA,1494,0,1,1,1,1,0,1,0,0.0030379746835443038
1494,60,RL,IR1,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,17,17,Gable,CompShg,HdBoard,ImStucc,BrkFace,504.0,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,1231.0,GasA,Ex,Y,SBrkr,1251,2349,1.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,17,RFn,3.0,762.0,TA,TA,Y,0,WD,Normal,17,1993,1993,3.5,1240.0,3580.0,2286.0,40,Gd_TA,2349,0,1,1,1,1,1,0,0,0.004012036108324975
1495,60,RL,Reg,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,18,17,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1390.0,GasA,Ex,Y,SBrkr,1402,2225,1.0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,18,RFn,3.0,713.0,TA,TA,Y,0,WD,Normal,18,1992,1993,3.5,1397.0,3615.0,2139.0,40,Gd_TA,2225,0,1,1,1,1,1,0,0,0.004014049172102358
1496,120,FV,IR1,Lvl,CulDSac,Somerst,Norm,Norm,TwnhsE,1Story,7,5,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1488.0,GasA,Ex,Y,SBrkr,1488,1488,1.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,6,Fin,2.0,506.0,TA,TA,Y,0,WD,Normal,6,2004,2005,3.0,1494.0,2976.0,1012.0,35,Ex_TA,1488,0,1,1,1,1,1,0,0,0.003491271820448878
1497,160,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,840.0,GasA,Ex,Y,SBrkr,840,1680,0.0,2,1,2,1,Gd,3,Typ,0,Gd,Attchd,6,RFn,2.0,588.0,TA,TA,Y,0,WD,Normal,6,2004,2004,2.5,843.0,2520.0,1176.0,35,Gd_TA,1680,0,1,1,0,0,1,0,0,0.003491271820448878
1498,160,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,600.0,GasA,Ex,Y,SBrkr,600,1200,0.0,2,1,2,1,Gd,4,Typ,0,Gd,Detchd,6,RFn,2.0,480.0,TA,TA,Y,0,ConLD,Normal,6,2004,2004,2.5,604.0,1800.0,960.0,35,Gd_TA,1200,0,1,1,0,0,1,0,0,0.003491271820448878
1499,160,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,5,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,ALQ,600.0,GasA,Ex,Y,SBrkr,600,1200,1.0,2,1,2,1,Gd,4,Typ,0,Gd,Detchd,6,RFn,2.0,480.0,TA,TA,Y,0,WD,Normal,6,2004,2005,3.5,604.0,1800.0,960.0,35,Gd_TA,1200,0,1,1,0,0,1,0,0,0.003491271820448878
1500,160,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,6,5,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,600.0,GasA,Ex,Y,SBrkr,600,1236,1.0,2,1,2,1,Gd,4,Typ,0,Gd,Detchd,5,RFn,2.0,480.0,TA,TA,Y,0,WD,Normal,5,2005,2005,3.5,604.0,1836.0,960.0,30,Gd_TA,1236,0,1,1,0,0,1,0,0,0.0029910269192422734
1501,160,FV,Reg,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,2Story,6,5,10,10,Gable,CompShg,MetalSd,MetalSd,BrkFace,1159.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,756.0,GasA,Ex,Y,SBrkr,756,1512,1.0,2,1,2,1,Gd,5,Typ,0,Gd,Detchd,10,Unf,2.0,440.0,TA,TA,Y,0,WD,Normal,10,2000,2000,3.5,761.0,2268.0,880.0,30,Gd_TA,1512,0,1,1,0,0,1,0,0,0.0029985007496251873
1502,160,FV,IR1,Lvl,FR2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,7,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,530.0,GasA,Ex,Y,SBrkr,530,1080,0.0,2,1,2,1,Gd,4,Typ,0,Gd,Attchd,7,RFn,2.0,496.0,TA,TA,Y,0,WD,Normal,7,2003,2003,2.5,534.0,1610.0,992.0,35,Gd_TA,1080,0,1,1,0,0,1,0,0,0.003493013972055888
1503,20,FV,IR1,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,0,0,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,Po,No,GLQ,Unf,1642.0,GasA,Ex,Y,SBrkr,1418,1418,1.0,1,1,1,1,Gd,6,Typ,1,Gd,Attchd,0,RFn,3.0,852.0,TA,TA,Y,0,New,Partial,0,2010,2010,2.5,1648.0,3060.0,2556.0,40,Ex_Po,1418,0,1,1,1,1,1,0,0,0.003978120338140228
1504,60,FV,IR1,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,10,10,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,975.0,GasA,Ex,Y,SBrkr,975,1848,1.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,10,RFn,2.0,592.0,TA,TA,Y,0,WD,Normal,10,2000,2000,3.5,982.0,2823.0,1184.0,40,Gd_TA,1848,0,1,1,1,1,1,0,0,0.00399800099950025
1505,20,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,8,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1492.0,GasA,Ex,Y,SBrkr,1492,1492,1.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,8,RFn,2.0,596.0,TA,TA,Y,0,WD,Normal,8,2002,2002,3.0,1498.0,2984.0,1192.0,35,Gd_TA,1492,0,1,1,1,1,1,0,0,0.003494757863205192
1506,20,RL,IR1,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,6,43,43,Hip,CompShg,HdBoard,HdBoard,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,1829.0,GasA,Gd,Y,SBrkr,1829,1829,1.0,2,0,4,1,TA,8,Typ,0,Gd,Attchd,43,RFn,2.0,535.0,TA,TA,Y,0,WD,Normal,43,1967,1967,3.0,1837.0,3658.0,1070.0,36,TA_TA,1829,0,1,1,0,0,1,0,0,0.003048780487804878
1507,60,RL,Reg,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,6,5,17,17,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,1280.0,GasA,Ex,Y,SBrkr,1280,2495,1.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,17,Unf,2.0,660.0,TA,TA,Y,0,WD,Normal,17,1993,1993,3.5,1289.0,3775.0,1320.0,30,Gd_TA,2495,0,1,1,1,1,1,0,0,0.003009027081243731
1508,50,RL,IR1,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1.5Fin,6,5,32,32,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,ALQ,LwQ,1224.0,GasA,TA,Y,SBrkr,1287,1891,0.0,3,0,3,1,TA,7,Typ,1,TA,Attchd,32,RFn,2.0,678.0,TA,TA,Y,0,WD,Normal,32,1978,1978,3.5,1231.0,3115.0,1356.0,30,Gd_TA,1891,0,1,1,1,0,1,0,0,0.003031834259727135
